# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
OPI10	YOL032W	YOL032W_mRNA	protein_coding	0	2	0	16	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	7
OPI11	YPR044C	YPR044C_mRNA	protein_coding	0	0	0	17	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13
OPI3	YJR073C	YJR073C_mRNA	protein_coding	0	3	0	48	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	3	26
OPI6	YDL096C	YDL096C_mRNA	protein_coding	0	0	1	57	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	30
OPI7	YDR360W	YDR360W_mRNA	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
OPI8	YKR035C	YKR035C_mRNA	protein_coding	0	2	2	68	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	2	35
OPI9	YLR338W	YLR338W_mRNA	protein_coding	0	3	3	106	0	0	0	0	71	0	0	0	3	0	0	0	0	0	0	0	3	35
OPT1	YJL212C	YJL212C_mRNA	protein_coding	0	21	3	97	0	0	0	0	70	0	0	0	3	0	0	0	0	0	0	0	21	27
OPT2	YPR194C	YPR194C_mRNA	protein_coding	0	6	12	81	0	0	0	0	69	0	0	0	12	0	0	0	0	0	0	0	6	12
OPY1	YBR129C	YBR129C_mRNA	protein_coding	0	0	0	41	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	32
OPY2	YPR075C	YPR075C_mRNA	protein_coding	0	0	1	15	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	10
ORC1	YML065W	YML065W_mRNA	protein_coding	0	7	2	38	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	7	33
ORC2	YBR060C	YBR060C_mRNA	protein_coding	0	5	2	68	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	5	56
ORC3	YLL004W	YLL004W_mRNA	protein_coding	0	3	0	14	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	9
ORC4	YPR162C	YPR162C_mRNA	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
ORC5	YNL261W	YNL261W_mRNA	protein_coding	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5
ORC6	YHR118C	YHR118C_mRNA	protein_coding	1	2	0	9	0	0	0	0	7	1	0	0	0	0	0	1	0	0	0	0	2	2
ORM1	YGR038W	YGR038W_mRNA	protein_coding	0	0	0	25	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	21
ORM2	YLR350W	YLR350W_mRNA	protein_coding	0	3	1	78	0	0	0	0	53	0	0	0	1	0	0	0	0	0	0	0	3	25
ORT1	YOR130C	YOR130C_mRNA	protein_coding	0	1	0	56	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	1	29
OSH2	YDL019C	YDL019C_mRNA	protein_coding	0	0	2	15	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	8
OSH3	YHR073W	YHR073W_mRNA	protein_coding	0	0	1	9	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	7
OSH6	YKR003W	YKR003W_mRNA	protein_coding	0	1	1	21	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	1	14
OSH7	YHR001W	YHR001W_mRNA	protein_coding	0	2	0	35	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	23
OSM1	YJR051W	YJR051W_mRNA	protein_coding	0	0	0	37	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	13
OST1	YJL002C	YJL002C_mRNA	protein_coding	0	3	3	41	0	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	3	20
OST2	YOR103C	YOR103C_mRNA	protein_coding	0	4	0	131	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	4	62
OST3	YOR085W	YOR085W_mRNA	protein_coding	0	2	0	68	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	2	33
OST4	YDL232W	YDL232W_mRNA	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5
OST5	YGL226C-A	YGL226C-A_mRNA	protein_coding	0	1	1	66	0	0	0	0	19	0	0	1	1	0	0	0	0	0	0	0	1	46
OST6	YML019W	YML019W_mRNA	protein_coding	0	5	2	59	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	5	21
OSW1	YOR255W	YOR255W_mRNA	protein_coding	0	1	0	15	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	11
OSW2	YLR054C	YLR054C_mRNA	protein_coding	0	10	8	67	0	0	0	0	49	0	0	1	8	0	0	0	0	0	0	0	10	17
OSW5	YMR148W	YMR148W_mRNA	protein_coding	0	0	0	60	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	26
OSW7	YFR039C	YFR039C_mRNA	protein_coding	0	2	4	73	0	0	0	0	43	0	0	0	4	0	0	0	0	0	0	0	2	30
OTU1	YFL044C	YFL044C_mRNA	protein_coding	0	4	1	85	0	0	0	0	45	0	0	0	1	0	0	0	0	0	0	0	4	40
OTU2	YHL013C	YHL013C_mRNA	protein_coding	0	6	0	43	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	38
OXA1	YER154W	YER154W_mRNA	protein_coding	0	3	0	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3	2
OXP1	YKL215C	YKL215C_mRNA	protein_coding	0	17	3	64	0	0	0	0	40	0	0	0	3	0	0	0	0	0	0	0	17	24
OXR1	YPL196W	YPL196W_mRNA	protein_coding	0	1	0	22	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	14
OYE2	YHR179W	YHR179W_mRNA	protein_coding	0	0	2	40	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	0	9
OYE3	YPL171C	YPL171C_mRNA	protein_coding	0	1	1	11	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	7
PAA1	YDR071C	YDR071C_mRNA	protein_coding	0	0	0	56	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	33
PAB1	YER165W	YER165W_mRNA	protein_coding	0	2	0	40	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	2	21
PAC1	YOR269W	YOR269W_mRNA	protein_coding	0	4	3	53	0	0	0	0	28	0	0	0	3	0	0	0	0	0	0	0	4	25
PAC10	YGR078C	YGR078C_mRNA	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6
PAC11	YDR488C	YDR488C_mRNA	protein_coding	0	2	2	9	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	2	6
PAC2	YER007W	YER007W_mRNA	protein_coding	0	2	3	19	0	0	0	0	11	0	0	0	3	0	0	0	0	0	0	0	2	8
PAD1	YDR538W	YDR538W_mRNA	protein_coding	0	5	2	72	0	0	0	0	41	0	0	0	2	0	0	0	0	0	0	0	5	31
PAF1	YBR279W	YBR279W_mRNA	protein_coding	0	1	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	12
PAH1	YMR165C	YMR165C_mRNA	protein_coding	0	14	5	40	0	0	0	0	30	0	0	0	5	0	0	0	0	0	0	0	14	10
PAI3	YMR174C	YMR174C_mRNA	protein_coding	0	0	0	18	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3
PAL1	YDR348C	YDR348C_mRNA	protein_coding	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25
PAM1	YDR251W	YDR251W_mRNA	protein_coding	0	8	7	14	0	0	0	0	11	0	0	0	7	0	0	0	0	0	0	0	8	3
PAM16	YJL104W	YJL104W_mRNA	protein_coding	0	0	0	20	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10
PAM17	YKR065C	YKR065C_mRNA	protein_coding	0	1	1	58	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	1	35
PAM18	YLR008C	YLR008C_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
PAN1	YIR006C	YIR006C_mRNA	protein_coding	0	2	3	24	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	2	16
PAN2	YGL094C	YGL094C_mRNA	protein_coding	0	1	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	4
PAN3	YKL025C	YKL025C_mRNA	protein_coding	0	11	5	89	0	0	0	0	48	0	0	0	5	0	0	0	0	0	0	0	11	41
PAN5	YHR063C	YHR063C_mRNA	protein_coding	0	3	1	48	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	3	18
PAN6	YIL145C	YIL145C_mRNA	protein_coding	0	5	1	53	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	5	31
PAP1	YKR002W	YKR002W_mRNA	protein_coding	0	5	0	21	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	5	7
PAP2	YOL115W	YOL115W_mRNA	protein_coding	0	8	4	70	0	0	0	0	29	0	0	0	4	0	0	0	0	0	0	0	8	41
PAR32	YDL173W	YDL173W_mRNA	protein_coding	0	0	2	59	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	25
PAT1	YCR077C	YCR077C_mRNA	protein_coding	0	11	3	59	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	11	33
PAU10	YDR542W	YDR542W_mRNA	protein_coding	0	0	0	88	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	82
PAU11	YGL261C	YGL261C_mRNA	protein_coding	0	0	0	73	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	62
PAU12	YGR294W	YGR294W_mRNA	protein_coding	0	0	0	20	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
PAU13	YHL046C	YHL046C_mRNA	protein_coding	0	0	0	55	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	52
PAU15	YIR041W	YIR041W_mRNA	protein_coding	0	0	0	53	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	48
PAU16	YKL224C	YKL224C_mRNA	protein_coding	0	0	0	29	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	26
PAU17	YLL025W	YLL025W_mRNA	protein_coding	0	1	0	74	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	1	53
PAU18	YLL064C	YLL064C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PAU19	YMR325W	YMR325W_mRNA	protein_coding	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4
PAU2	YEL049W	YEL049W_mRNA	protein_coding	0	1	2	17	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	1	13
PAU20	YOL161C	YOL161C_mRNA	protein_coding	0	0	0	63	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	62
PAU21	YOR394W	YOR394W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PAU22	YPL282C	YPL282C_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PAU23	YLR037C	YLR037C_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
PAU24	YBR301W	YBR301W_mRNA	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4
PAU3	YCR104W	YCR104W_mRNA	protein_coding	0	0	1	19	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	15
PAU4	YLR461W	YLR461W_mRNA	protein_coding	0	1	0	18	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	16
PAU5	YFL020C	YFL020C_mRNA	protein_coding	0	0	0	105	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	62
PAU6	YNR076W	YNR076W_mRNA	protein_coding	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8
PAU7	YAR020C	YAR020C_mRNA	protein_coding	1	0	0	83	0	0	0	0	29	0	0	0	0	0	0	1	0	0	1	0	0	54
PAU8	YAL068C	YAL068C_mRNA	protein_coding	0	0	1	14	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	6
PAU9	YBL108C-A	YBL108C-A_mRNA	protein_coding	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6
PBA1	YLR199C	YLR199C_mRNA	protein_coding	0	3	1	23	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	3	12
PBI1	YPL272C	YPL272C_mRNA	protein_coding	0	0	1	22	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	5
PBI2	YNL015W	YNL015W_mRNA	protein_coding	0	0	0	27	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	22
PBN1	YCL052C	YCL052C_mRNA	protein_coding	0	1	1	11	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	5
PBP1	YGR178C	YGR178C_mRNA	protein_coding	0	12	5	44	0	0	0	0	9	0	0	0	5	0	0	0	0	0	0	0	12	35
PBP2	YBR233W	YBR233W_mRNA	protein_coding	0	2	0	67	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	2	40
PBP4	YDL053C	YDL053C_mRNA	protein_coding	0	2	1	22	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	2	16
PBR1	YNL181W	YNL181W_mRNA	protein_coding	0	3	2	29	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	3	21
PBS2	YJL128C	YJL128C_mRNA	protein_coding	0	1	0	17	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	9
PBY1	YBR094W	YBR094W_mRNA	protein_coding	0	11	1	50	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	11	30
PCA1	YBR295W	YBR295W_mRNA	protein_coding	0	0	1	17	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	7
PCC1	YKR095W-A	YKR095W-A_mRNA	protein_coding	0	0	0	57	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	29
PCD1	YLR151C	YLR151C_mRNA	protein_coding	0	1	0	24	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	21
PCF11	YDR228C	YDR228C_mRNA	protein_coding	0	1	1	13	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	12
PCH2	YBR186W	YBR186W_mRNA	protein_coding	0	4	6	69	0	0	0	0	37	0	0	2	6	0	0	0	0	0	0	0	4	30
PCI8	YIL071C	YIL071C_mRNA	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3
PCK1	YKR097W	YKR097W_mRNA	protein_coding	0	9	0	50	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	9	28
PCL1	YNL289W	YNL289W_mRNA	protein_coding	0	2	0	27	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	2	10
PCL10	YGL134W	YGL134W_mRNA	protein_coding	0	4	1	10	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	4	3
PCL2	YDL127W	YDL127W_mRNA	protein_coding	0	3	1	78	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	3	41
PCL5	YHR071W	YHR071W_mRNA	protein_coding	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3
PCL6	YER059W	YER059W_mRNA	protein_coding	0	1	2	50	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	1	45
PCL7	YIL050W	YIL050W_mRNA	protein_coding	0	3	1	78	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	3	44
PCL8	YPL219W	YPL219W_mRNA	protein_coding	0	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	11
PCL9	YDL179W	YDL179W_mRNA	protein_coding	0	2	0	34	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	2	14
PCM1	YEL058W	YEL058W_mRNA	protein_coding	0	8	4	85	0	0	0	0	50	0	0	0	4	0	0	0	0	0	0	0	8	35
PCP1	YGR101W	YGR101W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
PCS60	YBR222C	YBR222C_mRNA	protein_coding	0	6	1	52	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	6	29
PCT1	YGR202C	YGR202C_mRNA	protein_coding	0	0	2	51	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	0	27
PDA1	YER178W	YER178W_mRNA	protein_coding	0	4	0	58	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	4	10
PDB1	YBR221C	YBR221C_mRNA	protein_coding	0	1	1	48	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	1	24
PDC1	YLR044C	YLR044C_mRNA	protein_coding	0	0	0	47	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	40
PDC2	YDR081C	YDR081C_mRNA	protein_coding	0	6	4	30	0	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	6	8
PDC5	YLR134W	YLR134W_mRNA	protein_coding	0	1	1	9	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	3
PDC6	YGR087C	YGR087C_mRNA	protein_coding	0	2	2	19	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	2	11
PDE1	YGL248W	YGL248W_mRNA	protein_coding	0	0	1	6	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	5
PDE2	YOR360C	YOR360C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PDH1	YPR002W	YPR002W_mRNA	protein_coding	0	1	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	7
PDI1	YCL043C	YCL043C_mRNA	protein_coding	0	8	1	29	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	8	23
PDP3	YLR455W	YLR455W_mRNA	protein_coding	0	3	2	74	0	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	3	37
PDR1	YGL013C	YGL013C_mRNA	protein_coding	0	7	1	44	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	7	23
PDR10	YOR328W	YOR328W_mRNA	protein_coding	0	3	1	12	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	3	7
PDR11	YIL013C	YIL013C_mRNA	protein_coding	0	7	2	65	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	7	48
PDR12	YPL058C	YPL058C_mRNA	protein_coding	0	9	5	59	0	0	0	0	26	0	0	0	5	0	0	0	0	0	0	0	9	33
PDR15	YDR406W	YDR406W_mRNA	protein_coding	0	2	6	37	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	2	32
PDR16	YNL231C	YNL231C_mRNA	protein_coding	0	1	0	49	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	1	10
PDR17	YNL264C	YNL264C_mRNA	protein_coding	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
PDR18	YNR070W	YNR070W_mRNA	protein_coding	1	0	2	14	0	0	0	0	8	1	0	0	2	0	0	0	0	0	0	0	0	6
PDR3	YBL005W	YBL005W_mRNA	protein_coding	0	11	3	33	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	11	27
PDR5	YOR153W	YOR153W_mRNA	protein_coding	0	17	5	59	0	0	0	0	24	0	0	0	5	0	0	0	0	0	0	0	17	35
PDR8	YLR266C	YLR266C_mRNA	protein_coding	0	7	8	88	0	0	0	0	54	0	0	0	8	0	0	0	0	0	0	0	7	34
PDS1	YDR113C	YDR113C_mRNA	protein_coding	1	0	3	10	0	0	0	0	7	0	0	0	3	0	0	0	0	1	0	0	0	3
PDS5	YMR076C	YMR076C_mRNA	protein_coding	0	0	2	12	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	3
PDX1	YGR193C	YGR193C_mRNA	protein_coding	0	4	4	70	0	0	0	0	46	0	0	0	4	0	0	0	0	0	0	0	4	24
PDX3	YBR035C	YBR035C_mRNA	protein_coding	0	0	0	23	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	7
PEA2	YER149C	YER149C_mRNA	protein_coding	0	0	0	23	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	13
PEF1	YGR058W	YGR058W_mRNA	protein_coding	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3
PEP1	YBL017C	YBL017C_mRNA	protein_coding	0	15	17	82	0	0	0	0	53	0	0	0	17	0	0	0	0	0	0	0	15	29
PEP12	YOR036W	YOR036W_mRNA	protein_coding	0	0	0	20	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	12
PEP3	YLR148W	YLR148W_mRNA	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5
PEP4	YPL154C	YPL154C_mRNA	protein_coding	0	0	0	25	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	10
PEP5	YMR231W	YMR231W_mRNA	protein_coding	0	1	1	13	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	7
PEP7	YDR323C	YDR323C_mRNA	protein_coding	0	2	6	27	0	0	0	0	22	0	0	0	6	0	0	0	0	0	0	0	2	5
PEP8	YJL053W	YJL053W_mRNA	protein_coding	0	6	2	70	0	0	0	0	43	0	0	0	2	0	0	0	0	0	0	0	6	27
PER1	YCR044C	YCR044C_mRNA	protein_coding	0	0	1	8	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	5
PER33	YLR064W	YLR064W_mRNA	protein_coding	0	3	0	48	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	3	26
PES4	YFR023W	YFR023W_mRNA	protein_coding	0	1	1	40	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	1	32
PET10	YKR046C	YKR046C_mRNA	protein_coding	0	2	0	58	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	2	29
PET100	YDR079W	YDR079W_mRNA	protein_coding	0	0	0	56	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	32
PET111	YMR257C	YMR257C_mRNA	protein_coding	0	1	1	12	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	1	5
PET112	YBL080C	YBL080C_mRNA	protein_coding	0	7	5	26	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	7	20
PET117	YER058W	YER058W_mRNA	protein_coding	0	1	1	53	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	1	38
PET122	YER153C	YER153C_mRNA	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6
PET123	YOR158W	YOR158W_mRNA	protein_coding	0	4	0	33	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	4	18
PET127	YOR017W	YOR017W_mRNA	protein_coding	0	4	5	58	0	0	0	0	33	0	0	0	5	0	0	0	0	0	0	0	4	25
PET130	YJL023C	YJL023C_mRNA	protein_coding	0	1	2	35	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	1	20
PET18	YCR020C	YCR020C_mRNA	protein_coding	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6
PET191	YJR034W	YJR034W_mRNA	protein_coding	0	0	0	51	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	19
PET20	YPL159C	YPL159C_mRNA	protein_coding	0	0	0	28	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	21
PET309	YLR067C	YLR067C_mRNA	protein_coding	0	8	3	52	0	0	0	0	28	0	0	0	3	0	0	0	0	0	0	0	8	24
PET494	YNR045W	YNR045W_mRNA	protein_coding	0	2	4	44	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	2	31
PET54	YGR222W	YGR222W_mRNA	protein_coding	0	4	1	30	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	4	18
PET8	YNL003C	YNL003C_mRNA	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
PET9	YBL030C	YBL030C_mRNA	protein_coding	0	6	4	68	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	6	42
PEX1	YKL197C	YKL197C_mRNA	protein_coding	0	1	1	44	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	1	37
PEX10	YDR265W	YDR265W_mRNA	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4
PEX11	YOL147C	YOL147C_mRNA	protein_coding	0	4	0	95	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	4	39
PEX12	YMR026C	YMR026C_mRNA	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5
PEX13	YLR191W	YLR191W_mRNA	protein_coding	0	0	1	15	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	12
PEX14	YGL153W	YGL153W_mRNA	protein_coding	0	5	0	56	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	5	36
PEX15	YOL044W	YOL044W_mRNA	protein_coding	0	7	4	45	0	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	7	23
PEX17	YNL214W	YNL214W_mRNA	protein_coding	0	2	1	16	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	2	9
PEX18	YHR160C	YHR160C_mRNA	protein_coding	0	0	1	12	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	9
PEX19	YDL065C	YDL065C_mRNA	protein_coding	0	0	3	4	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	2
PEX2	YJL210W	YJL210W_mRNA	protein_coding	0	1	1	72	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	1	46
PEX21	YGR239C	YGR239C_mRNA	protein_coding	0	0	1	22	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	14
PEX22	YAL055W	YAL055W_mRNA	protein_coding	0	6	3	81	0	0	0	0	31	0	0	0	3	0	0	0	0	0	0	0	6	50
PEX25	YPL112C	YPL112C_mRNA	protein_coding	0	4	0	24	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4	15
PEX27	YOR193W	YOR193W_mRNA	protein_coding	0	0	3	6	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	2
PEX28	YHR150W	YHR150W_mRNA	protein_coding	0	3	4	52	0	0	0	0	27	0	0	0	4	0	0	0	0	0	0	0	3	25
PEX29	YDR479C	YDR479C_mRNA	protein_coding	0	4	0	44	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	4	10
